Date,삼성전자,SK하이닉스,POSCO홀딩스,현대차,기아,삼성SDI,현대모비스,LG,카카오,SK텔레콤,기업은행,S-Oil,KT
2000-01-04,6110,505462,142000,20700,7350,50400,6610,47025,30383,65564,5100,12725,169000
2000-01-18,6100,490740,145500,17800,7800,44300,6000,51188,26100,66426,5380,10500,139500
2000-02-01,5320,480925,129500,17000,6690,45700,6100,45852,24270,63235,5000,9750,124000
2000-02-16,5000,410259,100000,14000,6280,41550,5150,42217,43455,72465,4070,9950,123000
2000-03-02,5880,403388,110500,13200,4470,36150,4245,37174,32034,81955,3750,9225,107500
2000-03-16,5400,394555,103500,13200,5200,35000,4350,29376,26233,70740,3670,9150,97000
2000-03-30,7050,500555,108500,14000,5000,43500,4170,38113,20523,65754,3420,10225,103500
2000-04-17,5520,377870,97500,12000,4900,41000,4500,29435,13420,45463,3790,9950,74800
2000-05-02,6280,341555,86700,10700,5580,48100,4050,30490,10493,58490,3320,10150,80000
2000-05-18,6800,335666,93500,11350,5980,49500,3405,25799,8423,58662,2700,9025,81500
2000-06-01,6300,353333,86300,12000,5820,45900,3560,24275,14027,70050,3380,9150,82400
2000-06-16,6740,398481,99500,13900,5900,51000,5410,26972,15990,60733,5880,11150,91500
2000-06-30,7380,431851,94600,14300,6400,53500,5090,26151,18916,62976,7200,13400,98200
2000-07-14,7550,459333,87600,15000,7100,56000,5700,24392,15597,65219,5490,13000,90400
2000-07-31,5900,341555,88000,14950,7200,49300,5390,22223,12742,47965,4180,12450,79800
2000-08-14,6020,387685,82600,17300,7400,54400,5710,21343,11689,49690,4360,12925,80600
2000-08-29,6220,447555,84600,17250,7000,53400,6100,22223,12563,45205,4020,12975,79400
2000-09-15,4350,324870,83500,16650,6380,47100,5530,18529,12171,38821,4000,12075,69000
2000-09-29,4040,313092,83000,14500,6100,44100,5080,16300,10386,46930,3830,13350,66800
2000-10-16,3160,220833,68300,13000,5910,38500,3890,13251,8726,43824,3500,13750,63000
2000-10-30,2750,144670,63900,12500,5900,42000,3580,12137,4836,39683,3350,14050,65000
2000-11-13,3150,130537,68200,14900,7500,46000,4355,14541,5112,44687,3300,13400,69000
2000-11-27,3780,163514,72700,13550,7900,48500,4490,13545,4943,46067,3810,14250,66500
2000-12-11,3580,133677,80900,13400,7660,49250,4760,14365,4300,49690,3640,14150,72900
2000-12-26,3160,79009,76500,12100,7100,47000,4985,13310,2623,43652,3720,13750,67000
2001-01-15,3920,117777,97000,13100,7000,59900,4850,16887,6174,49432,4020,11325,81900
2001-02-01,4270,108551,97900,15700,7530,59000,5910,17590,6228,45895,3790,11050,76500
2001-02-15,4130,91375,95700,16500,7870,67500,6900,17356,6496,41754,3700,10950,70400
2001-03-02,3610,66250,102000,16400,7590,62000,6900,15773,4604,35974,3610,12450,62800
2001-03-16,3890,61637,92600,16850,7730,62600,6450,14307,4666,35370,3330,13625,58300
2001-03-30,4160,61931,90000,17200,7300,54000,6360,14893,4122,31574,3220,14350,56100
2001-04-16,3940,49172,85000,18300,6940,52600,8050,14893,4095,31660,3240,14125,54200
2001-04-30,4580,66446,98000,20600,7820,54700,10100,7823,6647,39079,3320,16275,63000
2001-05-15,4340,85977,100500,22350,9890,55400,10700,6469,8387,36060,3480,16425,60000
2001-05-29,4640,89707,108000,24300,10800,64500,12550,7171,8013,38389,3710,18600,60000
2001-06-13,4280,84898,97700,25700,9840,63700,11750,7045,7138,36923,3830,18200,57000
2001-06-27,3720,54177,99300,27850,10250,60600,13500,5065,6299,32954,4190,17525,52300
2001-07-11,3380,39848,102000,26700,10050,54800,14400,5290,5220,32092,4030,18000,51500
2001-07-26,3630,23751,84900,22900,8660,52700,12650,4198,5746,34852,3980,15825,51600
2001-08-09,3660,30033,86000,21900,8360,54800,12150,4483,6451,37095,4420,16500,52000
2001-08-24,3840,24635,93000,20700,8500,53000,12150,4604,7192,38562,5100,19000,52300
2001-09-07,3820,25322,95000,23000,8790,52500,11750,4125,6031,36837,4970,20550,50100
2001-09-21,2850,17961,74000,14950,6300,40000,10000,3217,5469,37958,4100,19650,44450
2001-10-10,2980,20316,84000,17950,8220,47400,12450,3513,5130,38993,4430,20800,46900
2001-10-24,3710,17666,86500,19600,8680,53500,14000,4077,5692,40028,5080,20250,47500
2001-11-07,3810,23359,92500,22700,8700,53400,15400,4198,5353,43048,6410,20775,49000
2001-11-21,4220,34646,104000,26300,9500,55700,17450,4325,5353,46240,6400,21900,52000
2001-12-05,5290,54570,117500,26400,9690,64300,17650,4864,5800,49000,8100,21700,53000
2001-12-19,5280,39750,110000,25850,8620,54500,17000,4392,5746,42099,7160,22100,47900
2002-01-07,6360,56140,130000,29400,9100,56700,21350,4955,6290,46930,8800,21600,50800
2002-01-21,5820,46620,125000,27800,8640,49700,18100,5712,5657,42789,7850,21150,47900
2002-02-04,6240,48092,125500,29300,9480,53000,18150,5676,5978,42271,7510,21800,45700
2002-02-21,6760,30622,145000,34200,11350,61100,22000,6179,5692,44342,7460,22700,50700
2002-03-08,6980,34057,135500,36600,11800,71000,26200,7814,7932,47361,7750,23500,59000
2002-03-22,7010,29837,145000,39900,14400,102000,30750,9783,9279,50898,8780,24700,65000
2002-04-08,7380,26205,140500,42850,14850,114500,31000,9510,7727,47447,8450,25300,61400
2002-04-22,8200,23064,130500,50000,14950,128000,32700,8662,6960,46240,10350,27000,56800
2002-05-07,7040,12170,124500,48950,14700,108500,29600,7693,5648,42616,9130,26350,56500
2002-05-21,7120,14918,136500,45400,13300,111000,28600,8602,6344,46757,9150,24950,55800
2002-06-04,7040,10403,142000,43250,12300,104000,25600,7996,6263,46326,8920,25000,53300
2002-06-20,6820,5692,144500,38000,10800,99500,24750,8299,5675,45463,8530,22000,51100
2002-07-05,7160,8637,138000,38800,12500,95900,27250,8299,5425,48224,8080,21850,49500
2002-07-22,6600,12268,135000,31400,10050,83500,23550,8026,5050,42271,7120,14900,44000
2002-08-05,6180,11188,108000,31400,10100,84700,23100,8269,4782,36146,7100,15700,42500
2002-08-20,6920,11581,117000,35400,10750,87000,27550,6822,5166,40719,7630,18750,52500
2002-09-03,6670,10305,114000,34800,10300,93800,28300,6064,5746,40977,7890,19200,53900
